title,perex,label
«Я спала и видела эту победу». Потапова – о выносе Кербер,"&quot;Представительница России обыграла трехкратную чемпионку «Шлемов».&quot;",Reaction
"Spelarbetyg Djurgården-Östersund 3-1 &quot;Ring var utan tvekan matchens lirare&quot;",Djurgården tog en stabil 3-1-seger över Östersund och kliver upp på tredje plats i tabellen.,Reaction
Stefanos Tsitsipas explains why facing Federer and Nadal is so different as Djokovic-conqueror Cecchinato crashes out,The Greek won his opening match in Paris.,Reaction
"Horňák: Zaspali jsme úvody poločasů. Pevný základ máme, ale musíme posílit","Poslední zápas v sezoně, porážka v derby na Slavii 1:2. Sparta zakončila neúspěšnou sezonu symbolicky - nevýrazným výkonem. Konečná třetí příčka v podání Letenských rozhodně není dostatečná, což si uvědomoval i dočasný hlavní trenér Michal Horňák. „Nemůžeme být spokojení, v příští sezoně musíme hrát s úplně jiným entusiasmem a kvalitou,“ prohlásil bezprostředně poté, co opona zahalila další ligový ročník.",Reaction
Golaço de Ricardo Alves na vitória do Orenburg sobre o Spartak Moscovo,"Caiu o pano da primeira divisão russa, que teve o Zenit como campeão, e a 30ª e última jornada foi jogada este domingo. Um dos grandes destaques, para além da presença confirmada do Lokomotiv na Liga dos Campeões, aconteceu em Orenburg, com a vitória do clube local sobre o gigante Spartak por 2x0.
Uma das figuras da partida foi o português Ricardo Alves, médio de 26 anos que anotou o primeiro tento da partida aos 8 minutos na conversão exímia de um livre direto. O outro tento da partida foi da autoria de Kulishev (90+4&#039;) já em tempo de compensação.
Com este triunfo, o Orenburg terminou numa surpreendente sétima posição.",Reaction
"Roland-Garros (H) - Nicolas Mahut, après avoir battu Marco Cecchinato : «De loin ma plus belle victoire à Roland-Garros»","Le Français place sa victoire en cinq sets (2-6, 6-7 [6], 6-4, 6-2,...",Reaction
"A cipher off the floor, Kawhi Leonard opening up a little in NBA playoffs","Toronto Raptors star Kawhi Leonard is averaging 31.2 points, 8.8 rebounds, 3.8 assists and 1.6 steals a game in these NBA playoffs.",Reaction
"Trenér Rada: Gól  byl spíš šťastný, než krásný, ale za sezónu hráče chválím",Zaslouženě si mohou hráči FK Jablonec užívat nadcházející dny odpočinku. V posledním zápase sezóny porazili Liberec 1:0. Trenér Petr Rada je s vítězstvím v derby nad Slovanem Liberec a s celou sezónou spokojený.,Reaction
What people are saying about the 1st Raptors NBA Finals appearance,"Many Canadian basketball fans woke up on Sunday wondering if it was all a dream. We can assure you that the Toronto Raptors actually did win Game 6 against the Milwaukee Bucks on Saturday night, and they booked the franchise&#039;s first-ever spot in the NBA Finals. Here&#039;s what people had to say about it.",Reaction
"Nejtěžší porážka v kariéře, 70 minut jsme žrali led, smutní kapitán Voráček","Česko v klání o bronz podlehlo Rusku 2:3 po nájezdech. &quot;Přitom jsme byli lepším týmem,&quot; mrzelo Jakuba Voráčka.",Reaction
Plíšková si povzdechla: Centr je pomalý. To dělají kvůli Nadalovi,"PŘÍMO Z PAŘÍŽE | Přála by si co největší teplo a co nejrychlejší kurty i míče. Tohle však ranařkám na Roland Garros nikdy neplní. A tak musí Karolína Plíšková bojovat s tím, co má. Vstupní zápas na centrkurtu ale zvládla s přehledem, po rovné hodině přemohla Američanku Madison Brengleovou 6:2, 6:3. Její příští sokyní bude slovenská kvalifikantka Kristína Kučová, s níž má kladné skóre 2:0.",Reaction
Анатолий Мещеряков: «Локомотив» хочет замахнуться на золотой дубль и выход из группы в ЛЧ»,Председатель совета директоров «Локомотива» Анатолий Мещеряков высказался о целях на следующий сезон.,Reaction
"Prohra se kousá těžko, navíc po nájezdech. Šancí jsme měli dost, říká Gudas","/ROZHOVOR OD ZVLÁŠTNÍHO ZPRAVODAJE DENÍKU/ Takhle prohra mrzí. Česko přestřílelo v zápase o bronz Rusko 50:30, leč vítězně ze zápasu nevyšlo. Proti byl fantasticky chytající Andrei Vasilevski, který si připsal osmačtyřicet úspěšných zákroků a především díky němu sborná přetlačila Čechy 3:2 po nájezdech.",Reaction
"&quot;Sezon başında yapamadığımız kenetlenmeyi son 5 haftada gerçekleştirdik&quot;","Spor Toto Süper Lig&#039;de MKE Ankaragücü&#039;nü 2-1 yenerek kümede kalmayı başaran Göztepe&#039;nin kulüp başkanı Mehmet Sepil, &quot;Sezon başında bu yerlerde olacağımızı düşünmüyorduk. Arada kötü bir zaman geçirdik. Hatalar yaptık mutlaka ama kurtulduk. Artık Göztepe geleceğe bakacak.&quot; dedi.",Reaction
"&#039;&#039;Küme düşen takımların acılarını paylaşıyorum&#039;&#039;","İstikbal Mobilya Kayserispor Teknik Direktörü Hikmet Karaman, küme düşen takımların acısını paylaştıklarını söyledi.",Reaction
"Semih Özsoy&#039;dan Abdullah Avcı açıklaması!","Fenerbahçe Başkan Vekili Semih Özsoy, ligin son haftasında 3-1 kazandıkları Antalyaspor maçı sonrası açıklamalarda bulundu.",Reaction
"Rabbia De Zerbi: &quot;Sassuolo penalizzato dall&#039;espulsione di Berardi&quot;","Il tecnico dopo il ko: &quot;Non dovevamo cadere nelle provocazioni, ma qualcuno dalla panchina dell&#039;Atalanta gli ha messo le mani addosso. Detto questo i nerazzurri sono una squadra forte, hanno meritato la qualificazione in Champions&quot;",Reaction
"Tudor esulta: &quot;L&#039;Udinese ha finito bene un anno un po&#039; sofferto&quot;","Il tecnico dei friulani: &quot;Sono contento, mi godo la vittoria soprattutto perchè oggi era in campo chi ha giocato meno&quot;. Gli fa eco il ds: &quot;Siamo arrivati davanti a Fiorentina, Spal e Cagliari, c&#039;è soddisfazione. Ora al lavoro per la prossima stagione&quot;",Reaction
"Festen i natt: ”Blir  några öl, helt klart”","BRATISLAVA. Ett sensationellt guld som skickat stora delar av Finland i glädjerus.Efter VM-guldet i Bratislava var också de finska spelarna i extas.Redan i natt kom tiotusentals supportrar att fira guldet på Helsingfors gator.– Presidenten kommer utlysa en ledig dag i morgon, jag hoppas det, säger Toni Rajala.– Jag hoppas det (Helsingfors) kommer vara kvar när vi kommer dit, säger Kristian Kuusela.",Reaction
"Říha: Neuvěřitelný výkon, jsem na hráče hrdý, chybělo jen štěstí","Trenér Miloš Říha dokázal hned v prvním roce svého působení u národního týmu najít cestu do závěrečných bojů mistrovství světa, ale nikoliv k medaili. Výsledkem je třetí čtvrté místo z posledních šesti šampionátů.",Reaction
Анастасия Потапова: Мой телефон разрывается от поздравлений,Российская теннисистка победила Кербер в первом круге «Ролан Гаррос».,Reaction
"Sezona je velké zklamání. Sparta musí posílit v každé řadě, hodnotil Horňák","Kapitán Martin Frýdek hodnotil sezonu jako nepovedenou, podle prozatimního trenéra Michala Horňáka potřebují Pražané posílit.",Reaction
"Hodně antuky a pomalý kurt. To asi dělají kvůli Nadalovi, rýpla si v Paříži Plíšková","Letos Karolínu Plíškovou nerozházel ani nový centrální kurt, česká tenistka prolétla hladce do druhého kola.",Reaction
"Trpišovský sní o Lize mistrů, Horňák vyhlíží posílení kádru","Česká liga &gt; Veleúspěšnou sezonu za sebou má Slavia Praha, která perfektní tažení
Evropskou ligou  doplnila o český double a na závěr ligové soutěže
v nadstavbové části o Evropu porazila doma Spartu 2:1. Však byl kouč
Jindřich Trpišovský po závěrečném hvizdu nadmíru spokojený.",Reaction
"Fínska rozprávka, Kanaďanov zložil obor Anttila - ohlasy médií",Ohlasy médií na finále 83. majstrovstiev sveta v hokeji v Bratislave Kanada - Fínsko (1:3):,Reaction
"SAMO JE JEDAN IGRAČ HAJDUKA PRISTAO STATI PRED KAMERE &#039;Tako je kako je, nismo uspjeli dohvatiti treće mjesto, ali na pravom smo putu!&#039;","PORUKA NADE - Već je to pravilo u Hajduku, igrači rijetko daju izjave. I samo rijetki od njih. Prolazili su nakon poraza od Dinama (3:1) jedan za drugim, samo odmahivali rukom, jedini je pred mikrofone stao Darko Nejašmić.",Reaction
"Veselý marně hledá cestu z krize. Hrozná nakládačka, komentoval vyřazení z Paříže","Neveselý je momentálně tenisový život Jiřího Veselého. Po sérii zranění a porážek si na kurtu přestal věřit a další ránu pětadvacetiletý hráč utrpěl včera v prvním kole grandslamového Roland Garros, v němž podlehl hladce 0-3 na sety Argentinci Leonardu Mayerovi. Cestu z krize zatím hledá marně, ale pořád doufá, že se to jednou zlomí a najde v sobě hru, která ho dostala k 50. místu na světě.",Reaction
Här firar Teemu Selänne Finlands osannolika VM-guld – på allra skönaste sätt,"Finland tog ett osannolikt VM-guld – och segerjublet visste inga gränser. Fråga bara Teemu Selänne. Den finländska legendaren valde att fira på allra bästa sätt. I Finland kallades Lejonens VM-upplaga för den svagaste i modern ...
The post Här firar Teemu Selänne Finlands osannolika VM-guld – på allra skönaste sätt appeared first on Sportbibeln.",Reaction
Intervju med Måns Söderqvist efter matchen mot Elfsborg.,Läs Måns tankar om dagens match men även en hälsning till de supportrar som ska åka till Falkenberg under lördagen.,Reaction
"Slavia v euforii. Jednoznačnou prioritou je teď Liga mistrů, burcuje šéf Tvrdík",Klíčoví muži Slavie trenér Jindřich Trpišovský a šéf klubu Jaroslav Tvrdík se upínají k postupu do Ligy mistrů.,Reaction
"Při nájezdech se hráči možná zalekli, říká trenér Říha. Rok u reprezentace mu dal hrdost na Česko","Zklamaný, ale hrdý na svůj tým. Tak působil kouč hokejové reprezentace Miloš Říha po porážce v zápase o bronzové medaile. I přes špatný výsledek posledního zápasu sezony by nic neměnil.",Reaction
"Romagnoli al Milan: &quot;Futuro? Capitano e contratto lungo ma sono cose da chiedere alla società&quot;","Romagnoli dopo SPAL-Milan: &quot;Futuro? Sono capitato ed ho un contratto lungo, sto bene qui. Ma sono cose da chiedere alla società&quot;.",Reaction
Red Bull Salzburg - Salzburger Abschlussparty vor dem Aderlass,"Trotz erstmaliger Teilnahme an der Champions League kommt es beim Meister zu einigen prominenten Abgängen – Sportchef Freund über Planungen: &quot;Werden gute Mannschaft stellen&quot;",Reaction
Lampard to hold Derby talks,"Frank Lampard insists he is not interested in the &quot;speculation&quot; linking him to the Chelsea job , but says he will discuss his Derby future after losing to Aston Villa in the play-off final.",Reaction
Emotional Dean Smith optimistic about Aston Villa’s future after win,"• Smith took over as manager in October• ‘It feels right Villa are in the Premier League’A mixture of euphoria and optimism swept through Aston Villa as Dean Smith claimed they are back where they belong after winning promotion to the Premier League, and Nassef Sawiris, the club’s co-owner, said the “sky is the limit” following victory in the Championship play-off final.Anwar El Ghazi and John McGinn scored the goals that gave Villa a 2-1 victory over Derby, on a day when Prince William, who has always supported Villa, was hugging former player John Carew in the stands. Continue reading...",Reaction
Fudbaleri Aston Vila: Vratili smo se tamo gde pripadamo,"Fudbaleri Aston Vile presrećni su današnjim povratkom u Premijer ligu, a kapiten ekipe Džek Griliš je izjavio da se klub vratio tamo gde pripada",Reaction
”Har aldrig sett honom göra en bättre match”,"LOS ANGELES. St. Louis fick en drömstart i nattens premiär i Stanley Cupfinalen och hade ledningen med 2-0 på bortaplan i Boston tidigt i den andra perioden.Men sedan vaknade Bruins till liv inför sin entusiastiska hemmapublik.Med fyra raka mål vände man matchen och plockade hem en 4-2-vinst.Lagets två svenskar, Joakim Nordström och Marcus Johansson, hade framträdande roller.– Jag har aldrig sett Johansson göra en bättre match, hyllade förre NHL-stjärnan Jeremy Roenick när han intervjuade svensken efteråt för NBC Sports.",Reaction
Strýcová už myslí na debla. Stane se světovou jedničkou?,"Česká tenistka Barbora Strýcová po porážce v prvním kole Roland Garros se Samanthou Stosurovou vyhlížela čtyřhru. Tam má šanci stát se po pařížském grandslamu světovou jedničkou. Aktuálně je na třetím místě za krajankami Kateřinou Siniakovou a Barborou Krejčíkovou, které budou na Roland Garros obhajovat titul.",Reaction
"Rosol nevidí mezi mladíky nástupce, končit nehodlá","Tenista Lukáš Rosol se po bezmála dvou letech vrátil do hlavní soutěže grandslamu a dál se mezi hladovými mladíky na challengerech hodlá prát o body, aby se dostával na větší turnaje.",Reaction
"Aston Villa play-off hero John McGinn makes Celtic claim after Derby win - &#039;I took a risk&#039;",ASTON VILLA’s play-off final hero John McGinn believes his winner against Derby County to send his side to the Premier League shows he was right to join the club after missing out on a move to Celtic last summer.,Reaction
"Ještě pár let chce hrát. Dokud drží zdraví, budu to zkoušet, řekl Rosol","Lukáš Rosol se po bezmála dvou letech vrátil do hlavní soutěže grandslamu a dál se mezi hladovými mladíky na challengerech hodlá prát o body, aby se dostával na větší turnaje. V červenci oslaví 34. narozeniny, ale věří, že má ještě několik let kariéry před sebou. Mezi mladými českými tenisty nástupce nevidí. V prvním kole Roland Garros včera marně bojoval v pěti setech s dvaadvacetiletým Jihoafričanem Lloydem Harrisem a uznal, že ho soupeř ve čtvrtém a pátém setu přehrál.",Reaction
